                   Art  Sort         Kg.  Gnms. pris         Max        dato  \
51  04-11-2020  Thyborøn  
52  04-11-2020  Thyborøn  
53  04-11-2020  Thyborøn  
54  04-11-2020  Thyborøn  
55  04-11-2020  Thyborøn  
56  04-11-2020  Thyborøn  
57  04-11-2020  Thyborøn  
58  04-11-2020  Thyborøn  
59  04-11-2020  Thyborøn  
60  04-11-2020  Thyborøn  
61  04-11-2020  Thyborøn  
62  04-11-2020  Thyborøn  
63  04-11-2020  Thyborøn  
64  04-11-2020  Thyborøn  
65  04-11-2020  Thyborøn  
66  04-11-2020  Thyborøn  
67  04-11-2020  Thyborøn  
68  04-11-2020  Thyborøn  
69  04-11-2020  Thyborøn  
70  04-11-2020  Thyborøn  
71  04-11-2020  Thyborøn  
72  04-11-2020  Thyborøn  
73  04-11-2020  Thyborøn  
74  04-11-2020  Thyborøn  
75  04-11-2020  Thyborøn  
                      Art  Sort         Kg.  Gnms. pris         Max  \
0              Alm hummer   1.0       2 kg.  134,40 Kr.  134,40 Kr.   
1              Alm hummer   2.0       6 kg.  179,60 Kr.  179,60 Kr.   
2              Alm hummer   9.0      12 kg.   46,62 Kr.  128,70 Kr.   
3   Blæksprutte Ottearmet   4.0      34 kg.   24,84 Kr.   28,50 Kr.   
4            Blæksprutter   9.0     578 kg.   17,82 Kr.   20,70 Kr.   
5                 Fjæsing   9.0      53 kg.   24,60 Kr.   30,70 Kr.   
6           Grå knurhaner   9.0      15 kg.    2,10 Kr.    2,10 Kr.   
7                 Havbars   9.0       3 kg.   37,70 Kr.   37,70 Kr.   
8                  Havkat   2.0      60 kg.   49,80 Kr.   49,80 Kr.   
9                  Havkat   3.0      55 kg.    8,07 Kr.    8,20 Kr.   
10                 Havkat   9.0      15 kg.   48,50 Kr.   48,50 Kr.   
11               Havtaske   1.0     125 kg.   34,69 Kr.   34,80 Kr.   
12               Havtaske   2.0     159 kg.   41,20 Kr.   41,20 Kr.   
13               Havtaske   3.0     383 kg.   45,79 Kr.   48,08 Kr.   
14               Havtaske   4.0     500 kg.   40,45 Kr.   40,74 Kr.   
15               Havtaske   5.0     199 kg.   20,27 Kr.   20,27 Kr.   
16               Havtaske   9.0      52 kg.   33,73 Kr.   33,73 Kr.   
17           Havtaske u/h   2.0       9 kg.   85,90 Kr.   85,90 Kr.   
18           Havtaske u/h   3.0      19 kg.   87,40 Kr.   87,40 Kr.   
19           Havtaske u/h   4.0      25 kg.   85,70 Kr.   85,70 Kr.   
20           Havtaske u/h   5.0      15 kg.   49,40 Kr.   49,40 Kr.   
21           Helleflynder   2.0       8 kg.   79,90 Kr.   79,90 Kr.   
22               Hvilling   2.0      24 kg.   10,45 Kr.   10,50 Kr.   
23               Hvilling   9.0     276 kg.   15,07 Kr.   16,26 Kr.   
24                  Ising   1.0     447 kg.   16,69 Kr.   18,79 Kr.   
25                  Ising   2.0     659 kg.   12,31 Kr.   12,78 Kr.   
26              Knurhaner   2.0      41 kg.    6,33 Kr.   11,80 Kr.   
27              Knurhaner   3.0      75 kg.    2,63 Kr.    3,31 Kr.   
28              Knurhaner   4.0       4 kg.    1,18 Kr.    1,18 Kr.   
29             Krabbeklør   1.0      46 kg.   80,37 Kr.   84,40 Kr.   
30             Krabbeklør   2.0      69 kg.   29,68 Kr.   35,90 Kr.   
31             Krabbeklør   3.0       2 kg.    1,00 Kr.    1,00 Kr.   
32                 Kuller   1.0     706 kg.   25,40 Kr.   30,67 Kr.   
33                 Kuller   2.0   1.205 kg.   15,61 Kr.   18,49 Kr.   
34                 Kuller   3.0     566 kg.    9,46 Kr.   12,80 Kr.   
35                 Kuller   4.0     153 kg.    3,41 Kr.    5,39 Kr.   
36                Kulmule   0.0     235 kg.   70,41 Kr.   74,41 Kr.   
37                Kulmule   1.0     319 kg.   48,06 Kr.   55,29 Kr.   
38                Kulmule   2.0   1.103 kg.   34,95 Kr.   37,57 Kr.   
39                Kulmule   3.0     561 kg.   21,39 Kr.   24,83 Kr.   
40                Kulmule   4.0       5 kg.    8,80 Kr.    8,80 Kr.   
41                Kulmule   9.0      12 kg.   13,95 Kr.   13,95 Kr.   
42                 Langer   1.0      80 kg.   22,49 Kr.   22,49 Kr.   
43                 Langer   2.0      88 kg.   23,99 Kr.   25,35 Kr.   
44                 Langer   3.0     482 kg.   17,22 Kr.   18,07 Kr.   
45                 Lyssej   2.0     882 kg.   32,63 Kr.   39,76 Kr.   
46                 Lyssej   3.0   2.200 kg.   32,46 Kr.   33,81 Kr.   
47                 Lyssej   4.0     264 kg.   23,30 Kr.   24,67 Kr.   
48                 Lyssej   9.0      20 kg.   19,90 Kr.   19,90 Kr.   
49                Mørksej   1.0      46 kg.   20,40 Kr.   20,40 Kr.   
50                Mørksej   2.0     210 kg.   19,61 Kr.   20,85 Kr.   
51                Mørksej   3.0   1.015 kg.   18,76 Kr.   19,04 Kr.   
52                Mørksej   4.0   9.349 kg.   14,21 Kr.   14,26 Kr.   
53                Pighvar   0.0       5 kg.  109,90 Kr.  109,90 Kr.   
54                Pighvar   1.0      18 kg.  102,35 Kr.  113,60 Kr.   
55                Pighvar   2.0      14 kg.   93,41 Kr.   95,70 Kr.   
56                Pighvar   3.0      56 kg.   78,12 Kr.   87,30 Kr.   
57                Pighvar   4.0     114 kg.   45,87 Kr.   60,70 Kr.   
58                Pighvar   9.0      39 kg.   19,55 Kr.   32,40 Kr.   
59                 Rødhaj   9.0       3 kg.   26,70 Kr.   26,70 Kr.   
60             Rødspætter   1.0     908 kg.   29,19 Kr.   33,35 Kr.   
61             Rødspætter   2.0   2.189 kg.   26,67 Kr.   32,60 Kr.   
62             Rødspætter   3.0   4.238 kg.   18,64 Kr.   20,84 Kr.   
63             Rødspætter   4.0   8.236 kg.   14,50 Kr.   14,76 Kr.   
64              Rødtunger   1.0      70 kg.   64,16 Kr.   65,30 Kr.   
65              Rødtunger   2.0     917 kg.   48,62 Kr.   52,40 Kr.   
66              Rødtunger   3.0   1.665 kg.   26,44 Kr.   26,58 Kr.   
67              Rødtunger   9.0      20 kg.   36,80 Kr.   36,80 Kr.   
68      Sankt Peters fisk   9.0       8 kg.   25,00 Kr.   25,00 Kr.   
69               Slethvar   0.0      45 kg.   63,90 Kr.   74,50 Kr.   
70               Slethvar   1.0     148 kg.   57,45 Kr.   60,70 Kr.   
71               Slethvar   2.0     243 kg.   32,05 Kr.   38,90 Kr.   
72       Småplettet rokke   9.0     111 kg.   11,95 Kr.   12,00 Kr.   
73      Storplettet Rokke   9.0      33 kg.   10,39 Kr.   13,00 Kr.   
74                  Torsk   0.0     230 kg.   54,46 Kr.   56,24 Kr.   
75                  Torsk   1.0     438 kg.   57,34 Kr.   58,49 Kr.   
76                  Torsk   2.0   1.550 kg.   57,61 Kr.   60,04 Kr.   
77                  Torsk   3.0   2.429 kg.   49,93 Kr.   50,79 Kr.   
78                  Torsk   4.0   4.298 kg.   32,59 Kr.   44,24 Kr.   
79                  Torsk   5.0   4.776 kg.   20,51 Kr.   28,19 Kr.   
80                  Torsk   9.0      19 kg.   23,78 Kr.   23,78 Kr.   
81                 Tunger   1.0     115 kg.  118,04 Kr.  127,30 Kr.   
82                 Tunger   2.0     106 kg.   91,34 Kr.   91,60 Kr.   
83                 Tunger   3.0     126 kg.   81,08 Kr.   81,90 Kr.   
84                 Tunger   4.0      94 kg.   52,67 Kr.   52,70 Kr.   
85                 Tunger   5.0      92 kg.   34,70 Kr.   34,70 Kr.   
86                  Total   NaN  56.824 kg.         NaN         NaN   

          dato   auktion  
0   05-11-2020  Thyborøn  
1   05-11-2020  Thyborøn  
2   05-11-2020  Thyborøn  
3   05-11-2020  Thyborøn  
4   05-11-2020  Thyborøn  
5   05-11-2020  Thyborøn  
6   05-11-2020  Thyborøn  
7   05-11-2020  Thyborøn  
8   05-11-2020  Thyborøn  
9   05-11-2020  Thyborøn  
10  05-11-2020  Thyborøn  
11  05-11-2020  Thyborøn  
12  05-11-2020  Thyborøn  
13  05-11-2020  Thyborøn  
14  05-11-2020  Thyborøn  
15  05-11-2020  Thyborøn  
16  05-11-2020  Thyborøn  
17  05-11-2020  Thyborøn  
18  05-11-2020  Thyborøn  
19  05-11-2020  Thyborøn  
20  05-11-2020  Thyborøn  
21  05-11-2020  Thyborøn  
22  05-11-2020  Thyborøn  
23  05-11-2020  Thyborøn  
24  05-11-2020  Thyborøn  
25  05-11-2020  Thyborøn  
26  05-11-2020  Thyborøn  
27  05-11-2020  Thyborøn  
28  05-11-2020  Thyborøn  
29  05-11-2020  Thyborøn  
30  05-11-2020  Thyborøn  
31  05-11-2020  Thyborøn  
32  05-11-2020  Thyborøn  
33  05-11-2020  Thyborøn  
34  05-11-2020  Thyborøn  
35  05-11-2020  Thyborøn  
36  05-11-2020  Thyborøn  
37  05-11-2020  Thyborøn  
38  05-11-2020  Thyborøn  
39  05-11-2020  Thyborøn  
40  05-11-2020  Thyborøn  
41  05-11-2020  Thyborøn  
42  05-11-2020  Thyborøn  
43  05-11-2020  Thyborøn  
44  05-11-2020  Thyborøn  
45  05-11-2020  Thyborøn  
46  05-11-2020  Thyborøn  
47  05-11-2020  Thyborøn  
48  05-11-2020  Thyborøn  
49  05-11-2020  Thyborøn  
50  05-11-2020  Thyborøn  
51  05-11-2020  Thyborøn  
52  05-11-2020  Thyborøn  
53  05-11-2020  Thyborøn  
54  05-11-2020  Thyborøn  
55  05-11-2020  Thyborøn  
56  05-11-2020  Thyborøn  
57  05-11-2020  Thyborøn  
58  05-11-2020  Thyborøn  
59  05-11-2020  Thyborøn  
60  05-11-2020  Thyborøn  
61  05-11-2020  Thyborøn  
62  05-11-2020  Thyborøn  
63  05-11-2020  Thyborøn  
64  05-11-2020  Thyborøn  
65  05-11-2020  Thyborøn  
66  05-11-2020  Thyborøn  
67  05-11-2020  Thyborøn  
68  05-11-2020  Thyborøn  
69  05-11-2020  Thyborøn  
70  05-11-2020  Thyborøn  
71  05-11-2020  Thyborøn  
72  05-11-2020  Thyborøn  
73  05-11-2020  Thyborøn  
74  05-11-2020  Thyborøn  
75  05-11-2020  Thyborøn  
76  05-11-2020  Thyborøn  
77  05-11-2020  Thyborøn  
78  05-11-2020  Thyborøn  
79  05-11-2020  Thyborøn  
80  05-11-2020  Thyborøn  
81  05-11-2020  Thyborøn  
82  05-11-2020  Thyborøn  
83  05-11-2020  Thyborøn  
84  05-11-2020  Thyborøn  
85  05-11-2020  Thyborøn  
86  05-11-2020  Thyborøn  
             Art  Sort         Kg. Gnms. pris        Max        dato   auktion
0        Blandet   9.0       4 kg.  10,50 Kr.  10,50 Kr.  06-11-2020  Thyborøn
1   Blæksprutter   9.0     182 kg.  23,58 Kr.  24,00 Kr.  06-11-2020  Thyborøn
2         Brosme   9.0      18 kg.  14,04 Kr.  16,30 Kr.  06-11-2020  Thyborøn
3     Glashvarre   9.0      29 kg.  21,88 Kr.  23,00 Kr.  06-11-2020  Thyborøn
4         Havkat   1.0      14 kg.  53,35 Kr.  55,60 Kr.  06-11-2020  Thyborøn
5         Havkat   2.0       5 kg.  39,30 Kr.  39,30 Kr.  06-11-2020  Thyborøn
6         Havkat   3.0       2 kg.   8,40 Kr.   8,40 Kr.  06-11-2020  Thyborøn
7         Havkat   9.0       5 kg.  52,40 Kr.  52,40 Kr.  06-11-2020  Thyborøn
8       Havtaske   1.0      45 kg.  36,44 Kr.  39,40 Kr.  06-11-2020  Thyborøn
9       Havtaske   2.0      42 kg.  43,20 Kr.  43,40 Kr.  06-11-2020  Thyborøn
10      Havtaske   3.0      37 kg.  46,64 Kr.  47,20 Kr.  06-11-2020  Thyborøn
11      Havtaske   4.0      28 kg.  42,65 Kr.  42,70 Kr.  06-11-2020  Thyborøn
12  Helleflynder   1.0      35 kg.  92,66 Kr.  96,80 Kr.  06-11-2020  Thyborøn
13  Helleflynder   3.0      14 kg.  77,71 Kr.  78,80 Kr.  06-11-2020  Thyborøn
14  Helleflynder   4.0       2 kg.  86,00 Kr.  86,00 Kr.  06-11-2020  Thyborøn
15  Helleflynder   5.0       1 kg.  63,20 Kr.  63,20 Kr.  06-11-2020  Thyborøn
16      Hvilling   1.0     223 kg.  19,06 Kr.  23,03 Kr.  06-11-2020  Thyborøn
17      Hvilling   2.0      71 kg.  13,52 Kr.  15,25 Kr.  06-11-2020  Thyborøn
18    Krabbeklør   2.0      10 kg.  34,60 Kr.  34,60 Kr.  06-11-2020  Thyborøn
19        Kuller   1.0     258 kg.  30,16 Kr.  31,41 Kr.  06-11-2020  Thyborøn
20        Kuller   2.0     909 kg.  17,83 Kr.  19,86 Kr.  06-11-2020  Thyborøn
21        Kuller   3.0     690 kg.  11,96 Kr.  12,03 Kr.  06-11-2020  Thyborøn
22       Kulmule   0.0     157 kg.  79,18 Kr.  79,70 Kr.  06-11-2020  Thyborøn
23       Kulmule   1.0     398 kg.  59,34 Kr.  61,71 Kr.  06-11-2020  Thyborøn
24       Kulmule   2.0   2.512 kg.  47,16 Kr.  53,20 Kr.  06-11-2020  Thyborøn
25       Kulmule   3.0   1.237 kg.  27,87 Kr.  28,19 Kr.  06-11-2020  Thyborøn
26       Kulmule   4.0      96 kg.  23,22 Kr.  23,22 Kr.  06-11-2020  Thyborøn
27       Kulmule   9.0      26 kg.  24,81 Kr.  24,81 Kr.  06-11-2020  Thyborøn
28        Langer   1.0      11 kg.  25,58 Kr.  29,40 Kr.  06-11-2020  Thyborøn
29        Langer   2.0      19 kg.  27,72 Kr.  29,00 Kr.  06-11-2020  Thyborøn
30        Langer   3.0      87 kg.  19,63 Kr.  22,30 Kr.  06-11-2020  Thyborøn
31        Lyssej   1.0       5 kg.  38,60 Kr.  38,60 Kr.  06-11-2020  Thyborøn
32        Lyssej   2.0      11 kg.  35,90 Kr.  35,90 Kr.  06-11-2020  Thyborøn
33        Lyssej   3.0      31 kg.  34,44 Kr.  34,70 Kr.  06-11-2020  Thyborøn
34        Lyssej   4.0      11 kg.  22,41 Kr.  23,00 Kr.  06-11-2020  Thyborøn
35       Mørksej   1.0      57 kg.  22,36 Kr.  22,38 Kr.  06-11-2020  Thyborøn
36       Mørksej   2.0      22 kg.  24,45 Kr.  24,45 Kr.  06-11-2020  Thyborøn
37       Mørksej   3.0     235 kg.  18,71 Kr.  20,61 Kr.  06-11-2020  Thyborøn
38       Mørksej   4.0   1.312 kg.  12,78 Kr.  15,44 Kr.  06-11-2020  Thyborøn
39    Rødspætter   1.0       6 kg.  13,60 Kr.  14,00 Kr.  06-11-2020  Thyborøn
40     Rødtunger   1.0       4 kg.  62,00 Kr.  62,00 Kr.  06-11-2020  Thyborøn
41     Rødtunger   2.0      25 kg.  54,60 Kr.  54,60 Kr.  06-11-2020  Thyborøn
42     Rødtunger   3.0       4 kg.  28,10 Kr.  28,10 Kr.  06-11-2020  Thyborøn
43     Skærising   2.0       7 kg.  17,84 Kr.  21,10 Kr.  06-11-2020  Thyborøn
44         Torsk   0.0     320 kg.  57,86 Kr.  60,51 Kr.  06-11-2020  Thyborøn
45         Torsk   1.0   1.050 kg.  60,52 Kr.  62,91 Kr.  06-11-2020  Thyborøn
46         Torsk   2.0   2.163 kg.  57,11 Kr.  59,47 Kr.  06-11-2020  Thyborøn
47         Torsk   3.0   1.044 kg.  53,13 Kr.  53,90 Kr.  06-11-2020  Thyborøn
48         Torsk   4.0     974 kg.  40,54 Kr.  42,41 Kr.  06-11-2020  Thyborøn
49         Torsk   5.0     564 kg.  29,67 Kr.  33,97 Kr.  06-11-2020  Thyborøn
50         Total   NaN  15.012 kg.        NaN        NaN  06-11-2020  Thyborøn
