,Auktion,Art_x,Klas.,Sort_x,MSC,SeaPacked,Ks,Kilo_x,Slant,Ialt,Pris,Total,Dato,Sælger,Sælger navn,Land,Landingsdato,FAO,Latin,Parti nr.,Unnamed: 0,Art_y,Sort_y,Kilo_y,Gnsn.,Max.,Valuta
275,Strandby,Torsk,E,4.0,False,False,6,25.0,9.0,134.0,26.75,3584.5,01-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-01,COD,Gadus Morhua,10720206901,184930,Torsk,4,397.0,24.6,26.75,DKK
276,Hanstholm,Torsk,E,4.0,False,True,3,20.0,0.0,60.0,25.25,1515.0,30-06-2020,HM 862,"HM 862  ""Christina Paulsen""",Denmark,2020-06-30,COD,Gadus Morhua,3006202018608,183668,Torsk,4,6053.0,24.95,28.25,DKK
277,Hanstholm,Torsk,E,4.0,False,True,10,20.0,0.0,200.0,26.0,5200.0,30-06-2020,HM 862,"HM 862  ""Christina Paulsen""",Denmark,2020-06-30,COD,Gadus Morhua,3006202018606,183668,Torsk,4,6053.0,24.95,28.25,DKK
278,Hanstholm,Torsk,E,4.0,False,True,5,20.0,0.0,100.0,27.0,2700.0,30-06-2020,GG 150,"GG 150 ""Älvsborg""",Denmark,2020-06-30,COD,Gadus Morhua,3006202065702,183668,Torsk,4,6053.0,24.95,28.25,DKK
279,Hirtshals,Torsk,A,4.0,False,False,6,20.0,8.0,108.0,26.0,2808.0,29-06-2020,FFHI,F. F. Hirtshals,Denmark,2020-06-29,COD,Gadus Morhua,2906202016501,181851,Torsk,4,4700.0,25.45,27.75,DKK
280,Hirtshals,Torsk,E,4.0,False,False,6,20.0,0.0,120.0,27.5,3300.0,29-06-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-06-29,COD,Gadus Morhua,2906202011403,181851,Torsk,4,4700.0,25.45,27.75,DKK
281,Strandby,Torsk,A,4.0,False,False,8,25.0,23.0,198.0,26.75,5296.5,29-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-29,COD,Gadus Morhua,290620206701,181894,Torsk,4,481.0,27.13,28.5,DKK
282,Skagen,Torsk,E,4.0,False,False,-2,0.0,-41.0,-41.0,25.0,-1025.0,29-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-29,COD,Gadus Morhua,2906202050101,181938,Torsk,4,41.0,25.0,25.0,DKK
283,Skagen,Torsk,E,4.0,False,False,2,25.0,16.0,41.0,25.0,1025.0,29-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-29,COD,Gadus Morhua,2906202020201,181938,Torsk,4,41.0,25.0,25.0,DKK
284,Skagen,Torsk,E,4.0,False,False,0,0.0,4.0,4.0,20.0,80.0,26-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-26,COD,Gadus Morhua,2606202020701,180155,Torsk,4,286.0,24.65,27.5,DKK
285,Skagen,Torsk,E,4.0,False,False,1,25.0,0.0,25.0,25.0,625.0,26-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-26,COD,Gadus Morhua,2606202020501,180155,Torsk,4,286.0,24.65,27.5,DKK
286,Skagen,Torsk,E,4.0,False,False,1,25.0,31.0,31.0,25.0,775.0,26-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-26,COD,Gadus Morhua,2606202020102,180155,Torsk,4,286.0,24.65,27.5,DKK
287,Strandby,Torsk,E,4.0,False,False,1,0.0,7.0,7.0,26.25,183.75,25-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-25,COD,Gadus Morhua,250620207401,178349,Torsk,4,7.0,26.25,26.25,DKK
288,Strandby,Torsk,E,4.0,False,False,1,25.0,24.0,24.0,26.75,642.0,24-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-24,COD,Gadus Morhua,240620207701,176898,Torsk,4,284.0,25.64,26.75,DKK
289,Skagen,Torsk,E,4.0,False,False,1,25.0,0.0,25.0,27.0,675.0,23-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-23,COD,Gadus Morhua,2306202020902,175397,Torsk,4,284.0,26.69,28.0,DKK
290,Skagen,Torsk,E,4.0,False,False,1,0.0,24.0,24.0,27.0,648.0,23-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-23,COD,Gadus Morhua,2306202020301,175397,Torsk,4,284.0,26.69,28.0,DKK
291,Skagen,Torsk,E,4.0,False,False,1,0.0,29.0,29.0,27.0,783.0,23-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-23,COD,Gadus Morhua,2306202020401,175397,Torsk,4,284.0,26.69,28.0,DKK
292,Skagen,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,28.0,2100.0,23-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-23,COD,Gadus Morhua,2306202020901,175397,Torsk,4,284.0,26.69,28.0,DKK
293,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,26.25,1312.5,22-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-22,COD,Gadus Morhua,220620206901,173604,Torsk,4,435.0,23.82,26.5,DKK
294,Skagen,Torsk,E,4.0,False,False,1,0.0,29.0,29.0,24.25,703.25,19-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-19,COD,Gadus Morhua,190620205501,171851,Torsk,4,252.0,26.07,26.5,DKK
295,Skagen,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,26.5,1325.0,19-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-19,COD,Gadus Morhua,190620205201,171851,Torsk,4,252.0,26.07,26.5,DKK
296,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,27.25,1362.5,17-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-17,COD,Gadus Morhua,170620207402,168770,Torsk,4,327.0,26.59,27.25,DKK
297,Skagen,Torsk,E,4.0,False,False,3,25.0,13.0,63.0,28.75,1811.25,17-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-17,COD,Gadus Morhua,17062020501,168799,Torsk,4,133.0,28.64,28.75,DKK
298,Skagen,Torsk,E,4.0,False,False,1,0.0,18.0,18.0,28.75,517.5,17-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-17,COD,Gadus Morhua,17062020801,168799,Torsk,4,133.0,28.64,28.75,DKK
299,Skagen,Torsk,E,4.0,False,False,1,0.0,32.0,32.0,28.75,920.0,17-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-17,COD,Gadus Morhua,170620201401,168799,Torsk,4,133.0,28.64,28.75,DKK
300,Strandby,Torsk,A,4.0,False,False,1,0.0,21.0,21.0,27.5,577.5,16-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-16,COD,Gadus Morhua,160620208101,167097,Torsk,4,64.0,29.18,30.0,DKK
301,Strandby,Torsk,E,4.0,False,False,2,25.0,18.0,43.0,30.0,1290.0,16-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-16,COD,Gadus Morhua,160620207801,167097,Torsk,4,64.0,29.18,30.0,DKK
302,Strandby,Torsk,A,4.0,False,False,1,25.0,35.0,35.0,31.5,1102.5,15-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-15,COD,Gadus Morhua,150620204502,165516,Torsk,4,340.0,34.38,39.5,DKK
303,Strandby,Torsk,E,4.0,False,False,4,25.0,30.0,105.0,37.5,3937.5,15-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-15,COD,Gadus Morhua,150620204201,165516,Torsk,4,340.0,34.38,39.5,DKK
304,Hirtshals,Torsk,E,4.0,False,False,4,20.0,15.0,75.0,31.0,2325.0,15-06-2020,FFHI,F. F. Hirtshals,Denmark,2020-06-15,COD,Gadus Morhua,1506202015401,165473,Torsk,4,1448.0,29.5,31.5,DKK
305,Strandby,Torsk,E,4.0,False,False,4,25.0,18.0,93.0,30.5,2836.5,12-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-12,COD,Gadus Morhua,120620208301,163816,Torsk,4,222.0,30.17,30.5,DKK
306,Strandby,Torsk,E,4.0,False,False,2,25.0,31.0,56.0,33.5,1876.0,11-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-11,COD,Gadus Morhua,110620204301,161868,Torsk,4,120.0,31.21,36.0,DKK
307,Skagen,Torsk,E,4.0,False,False,1,0.0,20.0,20.0,25.25,505.0,11-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-11,COD,Gadus Morhua,1106202020501,161915,Torsk,4,74.0,25.43,25.5,DKK
308,Skagen,Torsk,E,4.0,False,False,2,25.0,29.0,54.0,25.5,1377.0,11-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-11,COD,Gadus Morhua,1106202020201,161915,Torsk,4,74.0,25.43,25.5,DKK
309,Hirtshals,Torsk,E,4.0,False,False,8,20.0,16.0,156.0,26.25,4095.0,10-06-2020,FFHI,F. F. Hirtshals,Denmark,2020-06-10,COD,Gadus Morhua,1006202025301,160275,Torsk,4,1227.0,24.65,26.25,DKK
310,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,26.75,2675.0,09-06-2020,FFHI,F. F. Hirtshals,Denmark,2020-06-09,COD,Gadus Morhua,906202015302,158831,Torsk,4,744.0,25.5,27.0,DKK
311,Strandby,Torsk,E,4.0,False,False,5,25.0,23.0,123.0,28.5,3505.5,08-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-08,COD,Gadus Morhua,80620206901,157248,Torsk,4,189.0,26.93,28.5,DKK
312,Strandby,Torsk,E,4.0,False,False,1,25.0,30.0,30.0,25.5,765.0,04-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-04,COD,Gadus Morhua,406202011601,153951,Torsk,4,232.0,23.65,25.5,DKK
313,Skagen,Torsk,E,4.0,False,False,2,25.0,26.0,51.0,22.5,1147.5,04-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-04,COD,Gadus Morhua,406202020701,154008,Torsk,4,85.0,22.7,23.0,DKK
314,Skagen,Torsk,E,4.0,False,False,2,25.0,9.0,34.0,23.0,782.0,04-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-04,COD,Gadus Morhua,406202020101,154008,Torsk,4,85.0,22.7,23.0,DKK
315,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,25.5,1275.0,03-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-03,COD,Gadus Morhua,30620209952,152109,Torsk,4,124.0,25.77,30.0,DKK
316,Strandby,Torsk,E,4.0,False,False,1,0.0,17.0,17.0,28.5,484.5,02-06-2020,FS,Fiskernes Samlecentral,Denmark,2020-06-02,COD,Gadus Morhua,20620209801,150191,Torsk,4,17.0,28.5,28.5,DKK
317,Skagen,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,26.0,1950.0,02-06-2020,8542,Skagen Samlecentral,Denmark,2020-06-02,COD,Gadus Morhua,20620201601,150231,Torsk,4,200.0,25.54,26.0,DKK
318,Hirtshals,Torsk,E,4.0,False,False,2,20.0,0.0,40.0,26.0,1040.0,29-05-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-05-29,COD,Gadus Morhua,2905202019302,148367,Torsk,4,978.0,22.67,27.0,DKK
319,Strandby,Torsk,E,4.0,False,False,3,25.0,26.0,76.0,23.25,1767.0,29-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-29,COD,Gadus Morhua,2905202010701,148406,Torsk,4,76.0,23.25,23.25,DKK
320,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,25.0,1250.0,27-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-27,COD,Gadus Morhua,270520209301,144777,Torsk,4,140.0,23.1,25.0,DKK
321,Skagen,Torsk,E,4.0,False,False,4,25.0,13.0,88.0,23.75,2090.0,27-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-27,COD,Gadus Morhua,2705202020801,144812,Torsk,4,106.0,23.57,24.0,DKK
322,Skagen,Torsk,E,4.0,False,False,1,0.0,12.0,12.0,24.0,288.0,27-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-27,COD,Gadus Morhua,2705202020301,144812,Torsk,4,106.0,23.57,24.0,DKK
323,Strandby,Torsk,E,4.0,False,False,2,25.0,18.0,43.0,32.0,1376.0,26-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-26,COD,Gadus Morhua,2605202010401,143721,Torsk,4,58.0,31.61,32.0,DKK
324,Strandby,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,22.75,1706.25,25-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-25,COD,Gadus Morhua,2505202010401,141768,Torsk,4,176.0,22.08,22.75,DKK
325,Skagen,Torsk,E,4.0,False,False,1,0.0,12.0,12.0,25.0,300.0,25-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-25,COD,Gadus Morhua,2505202026201,141814,Torsk,4,146.0,27.37,29.5,DKK
326,Strandby,Torsk,E,4.0,False,False,5,25.0,16.0,116.0,28.0,3248.0,22-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-22,COD,Gadus Morhua,2205202010501,139629,Torsk,4,305.0,25.05,28.0,DKK
327,Strandby,Torsk,E,4.0,False,False,4,25.0,21.0,96.0,29.0,2784.0,20-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-20,COD,Gadus Morhua,2005202013401,137886,Torsk,4,400.0,28.57,29.0,DKK
328,Strandby,Torsk,E,4.0,False,False,6,25.0,13.0,138.0,31.75,4381.5,19-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-19,COD,Gadus Morhua,190520208401,136508,Torsk,4,407.0,30.81,31.75,DKK
329,Strandby,Torsk,E,4.0,False,False,1,25.0,0.0,25.0,34.0,850.0,18-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-18,COD,Gadus Morhua,180520207502,134986,Torsk,4,40.0,34.38,35.0,DKK
330,Skagen,Torsk,E,4.0,False,False,5,20.0,9.0,89.0,27.5,2447.5,18-05-2020,S 486,S 486 Sajoni,Denmark,2020-05-18,COD,Gadus Morhua,1805202025101,135023,Torsk,4,93.0,26.96,31.25,DKK
331,Skagen,Torsk,E,4.0,False,False,2,0.0,50.0,50.0,31.25,1562.5,18-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-18,COD,Gadus Morhua,1805202026401,135023,Torsk,4,93.0,26.96,31.25,DKK
332,Strandby,Torsk,E,4.0,False,False,3,25.0,14.0,64.0,30.25,1936.0,15-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-15,COD,Gadus Morhua,1505202010301,133104,Torsk,4,199.0,29.55,30.25,DKK
333,Skagen,Torsk,E,4.0,False,False,2,25.0,18.0,43.0,23.0,989.0,15-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-15,COD,Gadus Morhua,1505202021201,133171,Torsk,4,749.0,19.28,26.5,DKK
334,Skagen,Torsk,E,4.0,False,False,2,25.0,21.0,46.0,26.5,1219.0,15-05-2020,S 226,"S 226 "" Emmely Pilegaard""",Denmark,2020-05-15,COD,Gadus Morhua,1505202030501,133171,Torsk,4,749.0,19.28,26.5,DKK
335,Skagen,Torsk,E,4.0,False,False,1,0.0,11.0,11.0,30.5,335.5,14-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-14,COD,Gadus Morhua,1405202021101,131555,Torsk,4,181.0,30.85,31.25,DKK
336,Strandby,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,32.5,3250.0,13-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-13,COD,Gadus Morhua,130520208002,130470,Torsk,4,196.0,31.69,32.5,DKK
337,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,33.0,3300.0,11-05-2020,FFHI,F. F. Hirtshals,Denmark,2020-05-11,COD,Gadus Morhua,110520207302,127701,Torsk,4,521.5,31.93,34.5,DKK
338,Strandby,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,32.25,2418.75,11-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-11,COD,Gadus Morhua,110520207601,127739,Torsk,4,134.0,32.25,32.25,DKK
339,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,38.0,3800.0,07-05-2020,L 232,"L 232 ""Tove Kynde""",Denmark,2020-05-07,COD,Gadus Morhua,70520207101,126209,Torsk,4,135.0,37.48,38.0,DKK
340,Strandby,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,34.0,2550.0,07-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-07,COD,Gadus Morhua,70520209302,126232,Torsk,4,97.0,34.11,34.5,DKK
341,Skagen,Torsk,E,4.0,False,False,0,0.0,6.0,6.0,25.0,150.0,07-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-07,COD,Gadus Morhua,705202024301,126268,Torsk,4,93.0,32.32,33.25,DKK
342,Skagen,Torsk,E,4.0,False,False,0,0.0,7.0,7.0,28.0,196.0,07-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-07,COD,Gadus Morhua,705202022701,126268,Torsk,4,93.0,32.32,33.25,DKK
343,Skagen,Torsk,E,4.0,False,False,4,20.0,0.0,80.0,33.25,2660.0,07-05-2020,S 486,S 486 Sajoni,Denmark,2020-05-07,COD,Gadus Morhua,705202027401,126268,Torsk,4,93.0,32.32,33.25,DKK
344,Strandby,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,25.5,1912.5,06-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-06,COD,Gadus Morhua,605202012301,124567,Torsk,4,126.0,25.3,25.5,DKK
345,Skagen,Torsk,E,4.0,False,False,6,25.0,19.0,144.0,25.5,3672.0,06-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-06,COD,Gadus Morhua,605202020801,124623,Torsk,4,256.0,24.66,26.75,DKK
346,Skagen,Torsk,E,4.0,False,False,1,0.0,33.0,33.0,26.75,882.75,06-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-06,COD,Gadus Morhua,605202023401,124623,Torsk,4,256.0,24.66,26.75,DKK
347,Strandby,Torsk,E,4.0,False,False,2,25.0,22.0,47.0,29.5,1386.5,05-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-05,COD,Gadus Morhua,50520209501,123503,Torsk,4,51.0,29.46,29.5,DKK
348,Skagen,Torsk,E,4.0,False,False,3,25.0,21.0,71.0,24.25,1721.75,05-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-05,COD,Gadus Morhua,505202020301,123518,Torsk,4,71.0,24.25,24.25,DKK
349,Strandby,Torsk,E,4.0,False,False,2,25.0,17.0,42.0,25.25,1060.5,04-05-2020,FS,Fiskernes Samlecentral,Denmark,2020-05-04,COD,Gadus Morhua,40520205201,121709,Torsk,4,75.0,24.26,25.25,DKK
350,Skagen,Torsk,E,4.0,False,False,1,0.0,18.0,18.0,23.5,423.0,04-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-04,COD,Gadus Morhua,405202020101,121752,Torsk,4,29.0,23.69,24.0,DKK
351,Skagen,Torsk,E,4.0,False,False,1,0.0,11.0,11.0,24.0,264.0,04-05-2020,8542,Skagen Samlecentral,Denmark,2020-05-04,COD,Gadus Morhua,405202023001,121752,Torsk,4,29.0,23.69,24.0,DKK
352,Hanstholm,Torsk,E,4.0,False,True,2,20.0,6.0,26.0,33.75,877.5,01-05-2020,L 56,"L 56 ""Anne Lise""",Denmark,2020-05-01,COD,Gadus Morhua,105202011201,120636,Torsk,4,627.0,30.24,37.25,DKK
353,Skagen,Torsk,E,4.0,False,False,4,20.0,0.0,80.0,23.0,1840.0,30-04-2020,S 486,S 486 Sajoni,Denmark,2020-04-30,COD,Gadus Morhua,3004202030401,118830,Torsk,4,485.0,21.87,23.0,DKK
354,Hanstholm,Torsk,E,4.0,False,True,3,19.0,0.0,57.0,25.0,1425.0,29-04-2020,VA 97 M,"VA 97 M ""Nordsö""",Norway,2020-04-29,COD,Gadus Morhua,2904202018302,116969,Torsk,4,1286.0,21.37,26.5,DKK
355,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,22.75,1137.5,29-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-29,COD,Gadus Morhua,290420209602,117054,Torsk,4,213.0,21.81,22.75,DKK
356,Skagen,Torsk,E,4.0,False,False,0,0.0,2.0,2.0,17.0,34.0,29-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-29,COD,Gadus Morhua,2904202022101,117095,Torsk,4,89.0,19.2,19.25,DKK
357,Skagen,Torsk,E,4.0,False,False,3,25.0,33.0,83.0,19.25,1597.75,29-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-29,COD,Gadus Morhua,2904202020301,117095,Torsk,4,89.0,19.2,19.25,DKK
358,Skagen,Torsk,E,4.0,False,False,0,0.0,4.0,4.0,19.25,77.0,29-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-29,COD,Gadus Morhua,2904202020701,117095,Torsk,4,89.0,19.2,19.25,DKK
359,Strandby,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,18.0,1350.0,28-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-28,COD,Gadus Morhua,2804202010102,115256,Torsk,4,189.0,18.08,18.25,DKK
360,Skagen,Torsk,E,4.0,False,False,1,0.0,25.0,25.0,16.5,412.5,28-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-28,COD,Gadus Morhua,2804202021101,115309,Torsk,4,122.0,17.43,20.5,DKK
361,Skagen,Torsk,E,4.0,False,False,2,25.0,22.0,47.0,20.5,963.5,28-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-28,COD,Gadus Morhua,2804202020101,115309,Torsk,4,122.0,17.43,20.5,DKK
362,Strandby,Torsk,A,4.0,False,False,3,25.0,7.0,57.0,17.5,997.5,27-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-27,COD,Gadus Morhua,270420209501,113399,Torsk,4,229.0,17.5,17.5,DKK
363,Skagen,Torsk,E,4.0,False,False,4,20.0,0.0,80.0,12.0,960.0,27-04-2020,S 486,S 486 Sajoni,Denmark,2020-04-27,COD,Gadus Morhua,2704202030301,113418,Torsk,4,84.0,11.81,12.0,DKK
364,Strandby,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,18.0,1800.0,24-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-24,COD,Gadus Morhua,240420208001,111536,Torsk,4,317.0,16.38,19.25,DKK
365,Strandby,Torsk,E,4.0,False,False,1,0.0,26.0,26.0,19.25,500.5,24-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-24,COD,Gadus Morhua,2404202010101,111536,Torsk,4,317.0,16.38,19.25,DKK
366,Strandby,Torsk,A,4.0,False,False,2,25.0,24.0,49.0,17.75,869.75,22-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-22,COD,Gadus Morhua,220420203601,107800,Torsk,4,361.0,19.91,20.25,DKK
367,Strandby,Torsk,E,4.0,False,False,8,25.0,12.0,187.0,20.25,3786.75,22-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-22,COD,Gadus Morhua,220420204001,107800,Torsk,4,361.0,19.91,20.25,DKK
368,Skagen,Torsk,E,4.0,False,False,12,25.0,31.0,306.0,20.25,6196.5,22-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-22,COD,Gadus Morhua,2204202010401,107859,Torsk,4,317.0,20.28,21.0,DKK
369,Skagen,Torsk,E,4.0,False,False,1,0.0,11.0,11.0,21.0,231.0,22-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-22,COD,Gadus Morhua,2204202016101,107859,Torsk,4,317.0,20.28,21.0,DKK
370,Skagen,Torsk,E,4.0,False,False,3,25.0,34.0,84.0,21.0,1764.0,20-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-20,COD,Gadus Morhua,2004202012901,103832,Torsk,4,1104.0,20.69,24.0,DKK
371,Skagen,Torsk,E,4.0,False,False,3,25.0,17.0,67.0,24.0,1608.0,20-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-20,COD,Gadus Morhua,2004202010601,103832,Torsk,4,1104.0,20.69,24.0,DKK
372,Strandby,Torsk,A,4.0,False,False,1,0.0,10.0,10.0,27.0,270.0,15-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-15,COD,Gadus Morhua,150420203901,100277,Torsk,4,427.0,30.61,31.25,DKK
373,Strandby,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,31.25,3125.0,15-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-15,COD,Gadus Morhua,150420203302,100277,Torsk,4,427.0,30.61,31.25,DKK
374,Skagen,Torsk,E,4.0,False,False,5,25.0,0.0,125.0,29.25,3656.25,15-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-15,COD,Gadus Morhua,150420203501,100302,Torsk,4,282.0,28.83,29.25,DKK
375,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,33.0,1650.0,14-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-14,COD,Gadus Morhua,140420205701,98556,Torsk,4,304.0,33.9,34.5,DKK
376,Skagen,Torsk,E,4.0,False,False,3,25.0,14.0,64.0,33.0,2112.0,14-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-14,COD,Gadus Morhua,140420202301,98572,Torsk,4,184.0,32.5,35.0,DKK
377,Strandby,Torsk,E,4.0,False,False,3,25.0,19.0,69.0,33.25,2294.25,08-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-08,COD,Gadus Morhua,80420206401,96823,Torsk,4,244.0,33.43,33.5,DKK
378,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,30.0,1500.0,07-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-07,COD,Gadus Morhua,70420204501,95280,Torsk,4,411.0,29.86,30.25,DKK
379,Strandby,Torsk,E,4.0,False,False,4,25.0,18.0,93.0,32.5,3022.5,06-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-06,COD,Gadus Morhua,60420205101,93671,Torsk,4,463.0,30.35,32.5,DKK
380,Skagen,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,27.0,1350.0,06-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-06,COD,Gadus Morhua,60420203802,93697,Torsk,4,392.0,27.89,30.5,DKK
381,Skagen,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,28.25,2118.75,06-04-2020,8542,Skagen Samlecentral,Denmark,2020-04-06,COD,Gadus Morhua,60420203202,93697,Torsk,4,392.0,27.89,30.5,DKK
382,Strandby,Torsk,A,4.0,False,False,2,25.0,0.0,50.0,32.5,1625.0,01-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-01,COD,Gadus Morhua,10420204101,90602,Torsk,4,215.0,32.86,33.5,DKK
383,Strandby,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,33.5,2512.5,01-04-2020,FS,Fiskernes Samlecentral,Denmark,2020-04-01,COD,Gadus Morhua,10420203701,90602,Torsk,4,215.0,32.86,33.5,DKK
384,Hirtshals,Torsk,E,4.0,False,False,3,20.0,0.0,60.0,30.0,1800.0,31-03-2020,FFHI,F. F. Hirtshals,Denmark,2020-03-31,COD,Gadus Morhua,3103202052902,89662,Torsk,4,260.0,29.6,30.5,DKK
385,Strandby,Torsk,A,4.0,False,False,1,25.0,26.0,26.0,30.0,780.0,30-03-2020,FS,Fiskernes Samlecentral,Denmark,2020-03-30,COD,Gadus Morhua,300320206001,87985,Torsk,4,155.0,28.36,30.0,DKK
386,Strandby,Torsk,E,4.0,False,False,1,25.0,29.0,29.0,29.0,841.0,30-03-2020,FS,Fiskernes Samlecentral,Denmark,2020-03-30,COD,Gadus Morhua,300320205501,87985,Torsk,4,155.0,28.36,30.0,DKK
