,Auktion,Art_x,Klas.,Sort_x,MSC,SeaPacked,Ks,Kilo_x,Slant,Ialt,Pris,Total,Dato,Sælger,Sælger navn,Land,Landingsdato,FAO,Latin,Parti nr.,Unnamed: 0,Art_y,Sort_y,Kilo_y,Gnsn.,Max.,Valuta
165,Hanstholm,Torsk,E,4.0,False,True,5,20.0,0.0,100.0,36.5,3650.0,08-09-2020,GG 150,"GG 150 ""Älvsborg""",Denmark,2020-09-08,COD,Gadus Morhua,809202016403,260684,Torsk,4,2254.5,32.4,37.0,DKK
166,Hirtshals,Torsk,E,4.0,False,False,6,20.0,0.0,120.0,36.0,4320.0,08-09-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-09-08,COD,Gadus Morhua,809202025302,260724,Torsk,4,473.0,34.91,39.0,DKK
167,Hirtshals,Torsk,E,4.0,False,False,2,20.0,0.0,40.0,36.0,1440.0,08-09-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-09-08,COD,Gadus Morhua,809202025305,260724,Torsk,4,473.0,34.91,39.0,DKK
168,Strandby,Torsk,A,4.0,False,False,2,25.0,23.0,48.0,36.75,1764.0,07-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-07,COD,Gadus Morhua,709202010402,259302,Torsk,4,114.0,36.64,37.5,DKK
169,Strandby,Torsk,E,4.0,False,False,1,0.0,16.0,16.0,37.5,600.0,07-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-07,COD,Gadus Morhua,70920209601,259302,Torsk,4,114.0,36.64,37.5,DKK
170,Hanstholm,Torsk,E,4.0,False,True,5,19.0,0.0,95.0,33.25,3158.75,07-09-2020,HM 227,"HM 227 ""Myggenes""",Denmark,2020-09-07,COD,Gadus Morhua,709202011902,259221,Torsk,4,4269.0,28.91,35.0,DKK
171,Strandby,Torsk,A,4.0,False,False,1,0.0,30.0,30.0,27.5,825.0,04-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-04,COD,Gadus Morhua,40920208901,257256,Torsk,4,33.5,27.76,30.0,DKK
172,Strandby,Torsk,A,4.0,False,False,2,25.0,16.0,41.0,31.25,1281.25,03-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-03,COD,Gadus Morhua,30920209601,255236,Torsk,4,162.0,31.58,32.0,DKK
173,Strandby,Torsk,E,4.0,False,False,1,25.0,21.0,21.0,32.0,672.0,03-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-03,COD,Gadus Morhua,30920209202,255236,Torsk,4,162.0,31.58,32.0,DKK
174,Hanstholm,Torsk,A,4.0,False,True,5,0.0,92.0,92.0,29.0,2668.0,02-09-2020,VA 19 S,"VA 19 S ""Tenor""",Norway,2020-09-02,COD,Gadus Morhua,209202014601,253402,Torsk,4,1813.5,29.09,32.25,DKK
175,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,33.0,3300.0,02-09-2020,L 232,"L 232 ""Tove Kynde""",Denmark,2020-09-02,COD,Gadus Morhua,20920205702,253465,Torsk,4,574.5,32.88,34.25,DKK
176,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,34.25,3425.0,02-09-2020,FFHI,F. F. Hirtshals,Denmark,2020-09-02,COD,Gadus Morhua,20920207403,253465,Torsk,4,574.5,32.88,34.25,DKK
177,Skagen,Torsk,E,4.0,False,False,1,0.0,20.0,20.0,30.5,610.0,02-09-2020,8542,Skagen Samlecentral,Denmark,2020-09-02,COD,Gadus Morhua,209202020201,253540,Torsk,4,20.0,30.5,30.5,DKK
178,Strandby,Torsk,A,4.0,False,False,1,0.0,12.0,12.0,27.75,333.0,01-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-01,COD,Gadus Morhua,10920209901,251773,Torsk,4,71.0,31.58,33.0,DKK
179,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,32.25,1612.5,01-09-2020,FS,Fiskernes Samlecentral,Denmark,2020-09-01,COD,Gadus Morhua,10920209502,251773,Torsk,4,71.0,31.58,33.0,DKK
180,Hirtshals,Torsk,E,4.0,False,False,1,20.0,0.0,20.0,31.75,635.0,01-09-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-09-01,COD,Gadus Morhua,109202030205,251731,Torsk,4,489.0,31.21,32.0,DKK
181,Hirtshals,Torsk,E,4.0,False,False,3,20.0,0.0,60.0,32.0,1920.0,01-09-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-09-01,COD,Gadus Morhua,109202030202,251731,Torsk,4,489.0,31.21,32.0,DKK
182,Skagen,Torsk,E,4.0,False,False,1,0.0,10.0,10.0,22.0,220.0,31-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-31,COD,Gadus Morhua,3108202020101,249700,Torsk,4,57.0,24.6,27.0,DKK
183,Skagen,Torsk,E,4.0,False,False,0,0.0,5.0,5.0,25.0,125.0,31-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-31,COD,Gadus Morhua,3108202024501,249700,Torsk,4,57.0,24.6,27.0,DKK
184,Skagen,Torsk,E,4.0,False,False,2,25.0,6.0,31.0,27.0,837.0,31-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-31,COD,Gadus Morhua,3108202020601,249700,Torsk,4,57.0,24.6,27.0,DKK
185,Strandby,Torsk,E,4.0,False,False,1,0.0,11.0,11.0,30.75,338.25,27-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-27,COD,Gadus Morhua,270820206801,246515,Torsk,4,92.0,27.67,30.75,DKK
186,Hanstholm,Torsk,E,4.0,False,True,5,25.0,15.0,115.0,30.0,3450.0,26-08-2020,GG 201,"GG 201 ""Bravik""",Denmark,2020-08-26,COD,Gadus Morhua,2608202026801,244647,Torsk,4,2458.5,28.24,31.5,DKK
187,Hanstholm,Torsk,E,4.0,False,True,16,20.0,4.0,304.0,30.25,9196.0,26-08-2020,HM 128,"HM 128 ""Borkumrif""",Denmark,2020-08-26,COD,Gadus Morhua,2608202022901,244647,Torsk,4,2458.5,28.24,31.5,DKK
188,Hirtshals,Torsk,E,4.0,False,False,1,20.0,0.0,20.0,28.5,570.0,26-08-2020,L 40,"L 40 ""Thomas Billy""",Denmark,2020-08-26,COD,Gadus Morhua,2608202015102,244708,Torsk,4,902.5,33.9,38.0,DKK
189,Hirtshals,Torsk,E,4.0,False,False,1,25.0,0.0,25.0,33.0,825.0,26-08-2020,GG 181,"GG 181 ""Västerland""",Sweden,2020-08-26,COD,Gadus Morhua,26082020103010,244708,Torsk,4,902.5,33.9,38.0,DKK
190,Hirtshals,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,36.5,1825.0,26-08-2020,GG 181,"GG 181 ""Västerland""",Sweden,2020-08-26,COD,Gadus Morhua,2608202010302,244708,Torsk,4,902.5,33.9,38.0,DKK
191,Skagen,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,31.5,1575.0,26-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-26,COD,Gadus Morhua,2608202020702,244785,Torsk,4,265.0,31.44,33.0,DKK
192,Skagen,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,32.0,1600.0,26-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-26,COD,Gadus Morhua,2608202020201,244785,Torsk,4,265.0,31.44,33.0,DKK
193,Hanstholm,Torsk,E,4.0,False,True,5,20.0,0.0,100.0,29.5,2950.0,25-08-2020,GG 150,"GG 150 ""Älvsborg""",Denmark,2020-08-25,COD,Gadus Morhua,2508202010505,243690,Torsk,4,1993.0,27.78,30.75,DKK
194,Strandby,Torsk,E,4.0,False,False,2,25.0,19.0,44.0,30.25,1331.0,24-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-24,COD,Gadus Morhua,240820206901,242127,Torsk,4,194.0,25.42,30.25,DKK
195,Strandby,Torsk,A,4.0,False,False,3,25.0,23.0,73.0,23.75,1733.75,20-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-20,COD,Gadus Morhua,2008202010701,238239,Torsk,4,607.0,23.7,25.25,DKK
196,Strandby,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,25.25,2525.0,20-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-20,COD,Gadus Morhua,2008202010201,238239,Torsk,4,607.0,23.7,25.25,DKK
197,Hanstholm,Torsk,E,4.0,False,True,5,25.0,0.0,125.0,25.75,3218.75,20-08-2020,VA 81 LS,VA 81 LS,Norway,2020-08-20,COD,Gadus Morhua,2008202017101,238128,Torsk,4,2326.0,24.85,31.0,DKK
198,Hanstholm,Torsk,E,4.0,False,True,10,19.0,0.0,190.0,23.25,4417.5,19-08-2020,HM 227,"HM 227 ""Myggenes""",Denmark,2020-08-19,COD,Gadus Morhua,1908202011702,236076,Torsk,4,3614.0,22.96,25.0,DKK
199,Hirtshals,Torsk,E,4.0,False,False,4,20.0,0.0,80.0,24.0,1920.0,19-08-2020,FFHI,F. F. Hirtshals,Denmark,2020-08-19,COD,Gadus Morhua,190820207301,236137,Torsk,4,473.0,21.2,24.0,DKK
200,Skagen,Torsk,E,4.0,False,False,2,25.0,32.0,57.0,23.0,1311.0,19-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-19,COD,Gadus Morhua,1908202020501,236246,Torsk,4,261.0,22.04,23.0,DKK
201,Skagen,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,26.5,2650.0,18-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-18,COD,Gadus Morhua,1808202021201,234646,Torsk,4,401.0,24.81,26.5,DKK
202,Strandby,Torsk,A,4.0,False,False,2,25.0,14.0,39.0,26.5,1033.5,17-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-17,COD,Gadus Morhua,170820208401,232542,Torsk,4,64.0,25.13,26.5,DKK
203,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,22.0,2200.0,17-08-2020,L 625,"L 625  ""Maritana""",Denmark,2020-08-17,COD,Gadus Morhua,17082020142011,232515,Torsk,4,1504.0,21.41,30.0,DKK
204,Skagen,Torsk,E,4.0,False,False,6,25.0,33.0,158.0,23.0,3634.0,17-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-17,COD,Gadus Morhua,1708202020401,232620,Torsk,4,712.0,22.48,24.0,DKK
205,Skagen,Torsk,E,4.0,False,False,1,0.0,16.0,16.0,24.0,384.0,17-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-17,COD,Gadus Morhua,1708202020201,232620,Torsk,4,712.0,22.48,24.0,DKK
206,Hirtshals,Torsk,E,4.0,False,False,1,20.0,0.0,20.0,25.0,500.0,13-08-2020,L 232,"L 232 ""Tove Kynde""",Denmark,2020-08-13,COD,Gadus Morhua,1308202020305,229065,Torsk,4,1158.5,22.23,25.0,DKK
207,Strandby,Torsk,A,4.0,False,False,2,25.0,29.0,54.0,22.25,1201.5,12-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-12,COD,Gadus Morhua,1208202010101,227570,Torsk,4,54.0,22.25,22.25,DKK
208,Strandby,Torsk,A,4.0,False,False,2,25.0,33.0,58.0,22.25,1290.5,11-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-11,COD,Gadus Morhua,110820209501,225983,Torsk,4,68.0,22.21,22.25,DKK
209,Hanstholm,Torsk,A,4.0,False,True,11,20.0,0.0,220.0,24.5,5390.0,10-08-2020,NC 315,"NC 315 ""Viktoria""",Denmark,2020-08-10,COD,Gadus Morhua,1008202011105,223955,Torsk,4,14009.0,24.24,32.5,DKK
210,Hirtshals,Torsk,E,4.0,False,False,4,20.0,0.0,80.0,30.0,2400.0,10-08-2020,L 40,"L 40 ""Thomas Billy""",Denmark,2020-08-10,COD,Gadus Morhua,100820205406,224023,Torsk,4,1851.0,30.09,32.0,DKK
211,Hirtshals,Torsk,E,4.0,False,False,4,20.0,0.0,80.0,31.25,2500.0,10-08-2020,FFHI,F. F. Hirtshals,Denmark,2020-08-10,COD,Gadus Morhua,100820207304,224023,Torsk,4,1851.0,30.09,32.0,DKK
212,Skagen,Torsk,E,4.0,False,False,0,0.0,4.0,4.0,30.0,120.0,10-08-2020,S 107,"S 107 ""Skagerak""",Denmark,2020-08-10,COD,Gadus Morhua,100820209301,224105,Torsk,4,143.0,30.16,31.0,DKK
213,Skagen,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,31.0,2325.0,10-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-10,COD,Gadus Morhua,100820201001,224105,Torsk,4,143.0,30.16,31.0,DKK
214,Hirtshals,Torsk,E,4.0,False,False,2,20.0,0.0,40.0,32.5,1300.0,07-08-2020,FFHI,F. F. Hirtshals,Denmark,2020-08-07,COD,Gadus Morhua,708202020305,222217,Torsk,4,1006.5,30.63,33.0,DKK
215,Hirtshals,Torsk,E,4.0,False,False,3,20.0,0.0,60.0,33.0,1980.0,07-08-2020,FFHI,F. F. Hirtshals,Denmark,2020-08-07,COD,Gadus Morhua,708202020304,222217,Torsk,4,1006.5,30.63,33.0,DKK
216,Skagen,Torsk,E,4.0,False,False,1,0.0,12.0,12.0,31.75,381.0,07-08-2020,8542,Skagen Samlecentral,Denmark,2020-08-07,COD,Gadus Morhua,708202010901,222294,Torsk,4,278.0,31.51,31.75,DKK
217,Strandby,Torsk,A,4.0,False,False,2,25.0,16.0,41.0,31.25,1281.25,06-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-06,COD,Gadus Morhua,60820209801,220643,Torsk,4,141.0,31.96,32.25,DKK
218,Strandby,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,32.25,3225.0,06-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-06,COD,Gadus Morhua,60820209701,220643,Torsk,4,141.0,31.96,32.25,DKK
219,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,30.0,3000.0,06-08-2020,HM 127,"HM 127  ""Karen Nielsen""",Denmark,2020-08-06,COD,Gadus Morhua,608202025307,220606,Torsk,4,2139.0,29.95,32.5,DKK
220,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,31.5,3150.0,06-08-2020,HM 127,"HM 127  ""Karen Nielsen""",Denmark,2020-08-06,COD,Gadus Morhua,608202025303,220606,Torsk,4,2139.0,29.95,32.5,DKK
221,Hanstholm,Torsk,E,4.0,False,True,12,20.0,0.0,240.0,32.75,7860.0,05-08-2020,L 549,"L 549 ""Frida Amalie""",Denmark,2020-08-05,COD,Gadus Morhua,508202018101,219210,Torsk,4,6609.5,30.6,33.5,DKK
222,Hanstholm,Torsk,E,4.0,False,False,10,20.0,0.0,200.0,33.5,6700.0,05-08-2020,SAMLER,Hanstholm Samlecentral A/S,Denmark,2020-08-05,COD,Gadus Morhua,508202018601,219210,Torsk,4,6609.5,30.6,33.5,DKK
223,Strandby,Torsk,A,4.0,False,False,9,25.0,24.0,224.0,30.75,6888.0,04-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-04,COD,Gadus Morhua,40820208801,217843,Torsk,4,237.0,30.96,34.5,DKK
224,Strandby,Torsk,E,4.0,False,False,1,0.0,13.0,13.0,34.5,448.5,04-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-04,COD,Gadus Morhua,40820208701,217843,Torsk,4,237.0,30.96,34.5,DKK
225,Hanstholm,Torsk,E,4.0,False,True,7,19.0,0.0,133.0,36.0,4788.0,04-08-2020,HM 227,"HM 227 ""Myggenes""",Denmark,2020-08-04,COD,Gadus Morhua,408202012306,217792,Torsk,4,2435.0,32.73,36.0,DKK
226,Strandby,Torsk,A,4.0,False,False,3,25.0,18.0,68.0,36.25,2465.0,03-08-2020,FS,Fiskernes Samlecentral,Denmark,2020-08-03,COD,Gadus Morhua,308202010801,216111,Torsk,4,143.0,35.59,36.25,DKK
227,Hanstholm,Torsk,E,4.0,False,True,5,20.0,0.0,100.0,35.0,3500.0,03-08-2020,HM 862,"HM 862  ""Christina Paulsen""",Denmark,2020-08-03,COD,Gadus Morhua,308202023704,216005,Torsk,4,2754.0,33.19,38.0,DKK
228,Hirtshals,Torsk,E,4.0,False,False,23,20.0,0.0,460.0,34.25,15755.0,03-08-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-08-03,COD,Gadus Morhua,308202014401,216076,Torsk,4,2252.0,33.52,36.25,DKK
229,Hirtshals,Torsk,E,4.0,False,False,5,25.0,0.0,125.0,35.25,4406.25,03-08-2020,L 40,"L 40 ""Thomas Billy""",Denmark,2020-08-03,COD,Gadus Morhua,308202016201,216076,Torsk,4,2252.0,33.52,36.25,DKK
230,Hanstholm,Torsk,E,4.0,False,True,4,19.0,0.0,76.0,28.0,2128.0,31-07-2020,HM 227,"HM 227 ""Myggenes""",Denmark,2020-07-31,COD,Gadus Morhua,310720207802,215326,Torsk,4,4379.0,26.14,30.5,DKK
231,Hanstholm,Torsk,E,4.0,False,True,6,20.0,0.0,120.0,30.0,3600.0,31-07-2020,NC 315,"NC 315 ""Viktoria""",Denmark,2020-07-31,COD,Gadus Morhua,310720207203,215326,Torsk,4,4379.0,26.14,30.5,DKK
232,Strandby,Torsk,A,4.0,False,False,2,25.0,31.0,56.0,37.5,2100.0,30-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-30,COD,Gadus Morhua,300720208001,214535,Torsk,4,266.0,31.3,37.5,DKK
233,Hanstholm,Torsk,E,4.0,False,False,13,20.0,0.0,260.0,26.25,6825.0,27-07-2020,GRØN,Thorkild Grøn Samlecentral,Denmark,2020-07-27,COD,Gadus Morhua,2707202023602,209863,Torsk,4,6082.5,21.63,30.75,DKK
234,Hirtshals,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,30.5,2287.5,27-07-2020,L 40,"L 40 ""Thomas Billy""",Denmark,2020-07-27,COD,Gadus Morhua,2707202040201,209916,Torsk,4,2790.0,25.57,30.5,DKK
235,Skagen,Torsk,E,4.0,False,False,4,20.0,16.0,76.0,25.0,1900.0,27-07-2020,S 486,S 486 Sajoni,Denmark,2020-07-27,COD,Gadus Morhua,2707202025201,209957,Torsk,4,105.0,25.0,25.0,DKK
236,Strandby,Torsk,A,4.0,False,False,10,25.0,0.0,250.0,24.5,6125.0,24-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-24,COD,Gadus Morhua,2407202010901,208274,Torsk,4,587.0,24.74,28.5,DKK
237,Strandby,Torsk,E,4.0,False,False,2,25.0,12.0,37.0,28.5,1054.5,24-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-24,COD,Gadus Morhua,2407202010001,208274,Torsk,4,587.0,24.74,28.5,DKK
238,Strandby,Torsk,E,4.0,False,False,4,25.0,0.0,100.0,28.5,2850.0,23-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-23,COD,Gadus Morhua,230720209902,206933,Torsk,4,326.0,26.16,28.5,DKK
239,Hanstholm,Torsk,E,4.0,False,True,3,19.0,15.0,53.0,28.0,1484.0,22-07-2020,VA 97 M,"VA 97 M ""Nordsö""",Norway,2020-07-22,COD,Gadus Morhua,2207202011401,205485,Torsk,4,2184.0,21.52,28.0,DKK
240,Strandby,Torsk,E,4.0,False,False,4,25.0,21.0,96.0,27.5,2640.0,22-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-22,COD,Gadus Morhua,2207202010101,205584,Torsk,4,691.0,25.34,27.5,DKK
241,Strandby,Torsk,A,4.0,False,False,10,25.0,0.0,250.0,25.0,6250.0,20-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-20,COD,Gadus Morhua,2007202014301,202180,Torsk,4,1156.0,24.61,36.0,DKK
242,Strandby,Torsk,A,4.0,False,False,5,25.0,0.0,125.0,25.0,3125.0,20-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-20,COD,Gadus Morhua,2007202014303,202180,Torsk,4,1156.0,24.61,36.0,DKK
243,Strandby,Torsk,E,4.0,False,False,2,25.0,30.0,55.0,36.0,1980.0,20-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-20,COD,Gadus Morhua,2007202013701,202180,Torsk,4,1156.0,24.61,36.0,DKK
244,Hirtshals,Torsk,E,4.0,False,False,10,20.0,0.0,200.0,29.5,5900.0,20-07-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-07-20,COD,Gadus Morhua,2007202015304,202134,Torsk,4,1856.0,28.76,31.25,DKK
245,Skagen,Torsk,E,4.0,False,False,1,0.0,21.0,21.0,27.0,567.0,20-07-2020,S 486,S 486 Sajoni,Denmark,2020-07-20,COD,Gadus Morhua,2007202021303,202219,Torsk,4,233.0,28.73,30.5,DKK
246,Skagen,Torsk,E,4.0,False,False,5,25.0,0.0,125.0,30.5,3812.5,20-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-20,COD,Gadus Morhua,2007202011201,202219,Torsk,4,233.0,28.73,30.5,DKK
247,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,30.5,3050.0,17-07-2020,L 232,"L 232 ""Tove Kynde""",Denmark,2020-07-17,COD,Gadus Morhua,170720207306,200384,Torsk,4,1609.5,29.99,33.0,DKK
248,Skagen,Torsk,E,4.0,False,False,1,25.0,0.0,25.0,30.1,752.5,17-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-17,COD,Gadus Morhua,1707202010804,200456,Torsk,4,172.0,29.65,30.5,DKK
249,Skagen,Torsk,E,4.0,False,False,3,25.0,0.0,75.0,30.5,2287.5,17-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-17,COD,Gadus Morhua,1707202010802,200456,Torsk,4,172.0,29.65,30.5,DKK
250,Strandby,Torsk,E,4.0,False,False,5,25.0,0.0,125.0,30.75,3843.75,16-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-16,COD,Gadus Morhua,160720208701,198815,Torsk,4,467.0,29.21,30.75,DKK
251,Strandby,Torsk,E,4.0,False,False,5,25.0,0.0,125.0,31.0,3875.0,15-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-15,COD,Gadus Morhua,150720209302,197350,Torsk,4,273.0,31.1,34.0,DKK
252,Skagen,Torsk,E,4.0,False,False,1,25.0,0.0,25.0,32.0,800.0,15-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-15,COD,Gadus Morhua,1507202010702,197378,Torsk,4,241.0,31.56,33.0,DKK
253,Skagen,Torsk,E,4.0,False,False,2,25.0,12.0,37.0,33.0,1221.0,15-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-15,COD,Gadus Morhua,1507202010301,197378,Torsk,4,241.0,31.56,33.0,DKK
254,Skagen,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,33.0,1650.0,15-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-15,COD,Gadus Morhua,1507202010701,197378,Torsk,4,241.0,31.56,33.0,DKK
255,Strandby,Torsk,E,4.0,False,False,2,25.0,12.0,37.0,33.0,1221.0,14-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-14,COD,Gadus Morhua,140720208502,196294,Torsk,4,87.0,33.57,34.0,DKK
256,Strandby,Torsk,E,4.0,False,False,2,25.0,0.0,50.0,34.0,1700.0,14-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-14,COD,Gadus Morhua,140720208501,196294,Torsk,4,87.0,33.57,34.0,DKK
257,Hirtshals,Torsk,E,4.0,False,False,5,20.0,0.0,100.0,32.5,3250.0,13-07-2020,FFHI,F. F. Hirtshals,Denmark,2020-07-13,COD,Gadus Morhua,130720206204,194608,Torsk,4,2703.0,31.53,34.0,DKK
258,Strandby,Torsk,E,4.0,False,False,5,25.0,23.0,123.0,32.75,4028.25,13-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-13,COD,Gadus Morhua,1307202015302,194651,Torsk,4,523.0,28.51,32.75,DKK
259,Skagen,Torsk,E,4.0,False,False,3,20.0,0.0,60.0,31.0,1860.0,13-07-2020,S 486,S 486 Sajoni,Denmark,2020-07-13,COD,Gadus Morhua,130720208301,194668,Torsk,4,231.0,30.68,32.0,DKK
260,Skagen,Torsk,E,4.0,False,False,1,0.0,17.0,17.0,32.0,544.0,13-07-2020,8542,Skagen Samlecentral,Denmark,2020-07-13,COD,Gadus Morhua,130720201201,194668,Torsk,4,231.0,30.68,32.0,DKK
261,Hanstholm,Torsk,E,4.0,False,True,11,20.0,0.0,220.0,35.25,7755.0,10-07-2020,L 654,"L 654 ""Pia Glanz""",Denmark,2020-07-10,COD,Gadus Morhua,1007202016504,192584,Torsk,4,2972.0,35.79,39.0,DKK
262,Strandby,Torsk,E,4.0,False,False,6,25.0,10.0,135.0,35.25,4758.75,10-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-10,COD,Gadus Morhua,100720208701,192694,Torsk,4,294.0,34.45,35.25,DKK
263,Hanstholm,Torsk,E,4.0,False,True,2,19.0,0.0,38.0,36.0,1368.0,08-07-2020,AG 7 LS,AG 7 LS “Astrid”,Norway,2020-07-08,COD,Gadus Morhua,807202014501,190934,Torsk,4,1297.0,27.2,38.75,DKK
264,Hanstholm,Torsk,E,4.0,False,True,12,19.0,14.0,223.0,38.75,8641.25,08-07-2020,VA 97 M,"VA 97 M ""Nordsö""",Norway,2020-07-08,COD,Gadus Morhua,807202013901,190934,Torsk,4,1297.0,27.2,38.75,DKK
265,Hanstholm,Torsk,E,4.0,False,True,9,19.0,0.0,171.0,34.5,5899.5,07-07-2020,HM 227,"HM 227 ""Myggenes""",Denmark,2020-07-07,COD,Gadus Morhua,707202011302,190064,Torsk,4,1778.0,33.97,42.0,DKK
266,Hirtshals,Torsk,A,4.0,False,False,6,20.0,12.0,112.0,28.5,3192.0,06-07-2020,FFHI,F. F. Hirtshals,Denmark,2020-07-06,COD,Gadus Morhua,60720206901,188613,Torsk,4,1811.5,31.2,32.0,DKK
267,Hirtshals,Torsk,E,4.0,False,False,7,20.0,0.0,140.0,31.5,4410.0,06-07-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-07-06,COD,Gadus Morhua,60720204805,188613,Torsk,4,1811.5,31.2,32.0,DKK
268,Hirtshals,Torsk,E,4.0,False,False,3,20.0,0.0,60.0,31.5,1890.0,06-07-2020,S 43,"S 43 ""Nordstrand""",Denmark,2020-07-06,COD,Gadus Morhua,607202048011,188613,Torsk,4,1811.5,31.2,32.0,DKK
269,Strandby,Torsk,E,4.0,False,False,2,25.0,10.0,35.0,31.0,1085.0,06-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-06,COD,Gadus Morhua,60720207001,188653,Torsk,4,146.0,26.44,31.0,DKK
270,Strandby,Torsk,E,4.0,False,False,1,25.0,29.0,29.0,34.75,1007.75,03-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-03,COD,Gadus Morhua,30720206101,187323,Torsk,4,141.0,33.18,34.75,DKK
271,Hanstholm,Torsk,A,4.0,False,True,6,25.0,14.0,139.0,27.75,3857.25,02-07-2020,HM 555,"HM 555 ""Kingfisher""",Denmark,2020-07-02,COD,Gadus Morhua,20720209101,186235,Torsk,4,2176.0,27.89,33.75,DKK
272,Hanstholm,Torsk,E,4.0,False,True,17,20.0,0.0,340.0,33.0,11220.0,02-07-2020,L 654,"L 654 ""Pia Glanz""",Denmark,2020-07-02,COD,Gadus Morhua,207202010503,186235,Torsk,4,2176.0,27.89,33.75,DKK
273,Strandby,Torsk,A,4.0,False,False,5,25.0,0.0,125.0,27.25,3406.25,02-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-02,COD,Gadus Morhua,20720207602,186288,Torsk,4,147.0,27.44,31.0,DKK
274,Strandby,Torsk,E,4.0,False,False,1,0.0,12.0,12.0,31.0,372.0,02-07-2020,FS,Fiskernes Samlecentral,Denmark,2020-07-02,COD,Gadus Morhua,20720207201,186288,Torsk,4,147.0,27.44,31.0,DKK
