Auktion;Art;Klas.;Sort;Redskab;MSC;SeaPacked;Ks;Kilo;Slant;Ialt;Pris;Total;Område;Dato;Redskab;Sælger;Sælger navn;Sælger adresse;Post nr.;By;Land;Tlf;Email;Landingsdato;Fangst start;Fangst slut;FAO;Latin;Parti nr.
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;74,00;1480,00;27.3.AN;17-09-2020;OTB;FN 364;Sarah Kajgaard;;;;Denmark;;;17-09-2020;15-09-2020;16-09-2020;NEP;Nephrobs Norvegicus;17092020201
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;70,25;1405,00;27.3.AS;21-09-2020;OTB;r 223;R 223 Louise;;9970;Strandby;Denmark;;;21-09-2020;20-09-2020;21-09-2020;NEP;Nephrobs Norvegicus;210920201122
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;69,00;2760,00;27.3.AN;22-09-2020;OTB;FN 293;FN 293;;;;Denmark;;;22-09-2020;21-09-2020;21-09-2020;NEP;Nephrobs Norvegicus;220920201302
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;83,00;3320,00;27.3.AS;22-09-2020;OTB;;;;;;;;;22-09-2020;21-09-2020;22-09-2020;NEP;Nephrobs Norvegicus;220920201103
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;57,25;3435,00;27.3.AN;23-09-2020;OTB;FN 321;FN 321;;;;Denmark;;;23-09-2020;22-09-2020;22-09-2020;NEP;Nephrobs Norvegicus;230920201302
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;58,00;3480,00;27.3.AN;23-09-2020;OTB;FN 293;FN 293;;;;Denmark;;;23-09-2020;22-09-2020;22-09-2020;NEP;Nephrobs Norvegicus;230920201902
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;58,25;3495,00;27.3.AN;23-09-2020;OTB;FN 326;FN 326;;;;Denmark;;;23-09-2020;22-09-2020;22-09-2020;NEP;Nephrobs Norvegicus;230920202303
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;62,25;3735,00;27.3.AN;24-09-2020;OTB;FN 131;FN 131;;;;Denmark;;;24-09-2020;23-09-2020;23-09-2020;NEP;Nephrobs Norvegicus;240920201201
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;72,00;1440,00;27.3.AS;28-09-2020;OTB;HG 75;HG 75;;;;Denmark;;;28-09-2020;26-09-2020;28-09-2020;NEP;Nephrobs Norvegicus;28092020104
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;66,25;1325,00;27.3.AN;30-09-2020;OTB;FN 131;FN 131;;;;Denmark;;;30-09-2020;29-09-2020;29-09-2020;NEP;Nephrobs Norvegicus;300920201202
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;12,00;12,00;58,75;705,00;27.3.AN;01-10-2020;OTB;FN 321;FN 321;;;;Denmark;;;01-10-2020;30-09-2020;30-09-2020;NEP;Nephrobs Norvegicus;011020202401
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;61,00;3660,00;27.3.AN;01-10-2020;OTB;HG 20;HG 20;;;;Denmark;;;01-10-2020;30-09-2020;30-09-2020;NEP;Nephrobs Norvegicus;011020201003
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;15,00;0,00;15,00;77,00;1155,00;27.3.AS;05-10-2020;OTB;SG 115;SG 115 Cecilie;;;;Denmark;;;05-10-2020;02-10-2020;03-10-2020;NEP;Nephrobs Norvegicus;05102020201
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;63,00;1260,00;27.3.AN;06-10-2020;OTB;HG 75;HG 75;;;;Denmark;;;06-10-2020;05-10-2020;05-10-2020;NEP;Nephrobs Norvegicus;06102020401
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;53,25;1065,00;27.3.AN;08-10-2020;OTB;HV 99;Torben Østergaard;;9990;Skagen;Denmark;;;08-10-2020;07-10-2020;07-10-2020;NEP;Nephrobs Norvegicus;081020201301
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;53,75;1075,00;27.3.AN;08-10-2020;OTB;hm 492;Hm 492;;;;Denmark;;;08-10-2020;07-10-2020;07-10-2020;NEP;Nephrobs Norvegicus;08102020801
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;54,25;1085,00;27.3.AN;08-10-2020;OTB;HG 75;HG 75;;;;Denmark;;;08-10-2020;07-10-2020;07-10-2020;NEP;Nephrobs Norvegicus;081020201504
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;8,00;8,00;57,50;460,00;27.3.AN;12-10-2020;OTB;HG 20;HG 20;;;;Denmark;;;12-10-2020;11-10-2020;11-10-2020;NEP;Nephrobs Norvegicus;12102020401
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;60,50;1210,00;27.3.AN;12-10-2020;OTB;HG 75;HG 75;;;;Denmark;;;12-10-2020;10-10-2020;11-10-2020;NEP;Nephrobs Norvegicus;121020201001
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;50,25;1005,00;27.3.AN;13-10-2020;OTB;FN 220;FN 220;;;;Denmark;;;13-10-2020;12-10-2020;12-10-2020;NEP;Nephrobs Norvegicus;13102020404
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;50,25;1005,00;27.3.AN;13-10-2020;OTB;FN 459;FN 459;;;;Denmark;;;13-10-2020;12-10-2020;12-10-2020;NEP;Nephrobs Norvegicus;13102020101
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;5;20,00;0,00;100,00;54,75;5475,00;27.3.AN;14-10-2020;OTB;FN 131;FN 131;;;;Denmark;;;14-10-2020;13-10-2020;13-10-2020;NEP;Nephrobs Norvegicus;141020201503
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;59,25;1185,00;27.3.AN;19-10-2020;OTB;HG 75;HG 75;;;;Denmark;;;19-10-2020;17-10-2020;17-10-2020;NEP;Nephrobs Norvegicus;19102020102
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;73,00;1460,00;27.3.AN;21-10-2020;OTB;FN 131;FN 131;;;;Denmark;;;21-10-2020;20-10-2020;20-10-2020;NEP;Nephrobs Norvegicus;21102020901
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;70,00;1400,00;27.3.AN;22-10-2020;OTB;FN 293;FN 293;;;;Denmark;;;22-10-2020;21-10-2020;21-10-2020;NEP;Nephrobs Norvegicus;22102020103
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;15,00;0,00;15,00;56,50;847,50;27.3.AN;26-10-2020;OTB;FN 459;FN 459;;;;Denmark;;;26-10-2020;24-10-2020;24-10-2020;NEP;Nephrobs Norvegicus;26102020102
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;13,00;13,00;60,25;783,25;27.3.AN;27-10-2020;OTB;FN 364;Sarah Kajgaard;;;;Denmark;;;27-10-2020;26-10-2020;26-10-2020;NEP;Nephrobs Norvegicus;27102020701
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;67,50;1350,00;27.3.AN;28-10-2020;OTB;FN 131;FN 131;;;;Denmark;;;28-10-2020;27-10-2020;27-10-2020;NEP;Nephrobs Norvegicus;28102020101
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;10,00;10,00;50,00;500,00;27.3.AN;02-11-2020;OTB;FN 293;FN 293;;;;Denmark;;;02-11-2020;30-10-2020;30-10-2020;NEP;Nephrobs Norvegicus;021120201201
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;66,50;3990,00;27.3.AN;02-11-2020;OTB;FN 220;FN 220;;;;Denmark;;;02-11-2020;30-10-2020;01-11-2020;NEP;Nephrobs Norvegicus;02112020401
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;63,00;1260,00;27.3.AN;09-11-2020;OTB;FN 131;FN 131;;;;Denmark;;;09-11-2020;08-11-2020;08-11-2020;NEP;Nephrobs Norvegicus;09112020103
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;11,00;11,00;66,00;726,00;27.3.AN;09-11-2020;OTB;FN 131;FN 131;;;;Denmark;;;09-11-2020;08-11-2020;08-11-2020;NEP;Nephrobs Norvegicus;09112020102
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;8,00;28,00;54,00;1512,00;27.3.AN;10-11-2020;OTB;FN 219;FN 219;;;;Denmark;;;10-11-2020;09-11-2020;09-11-2020;NEP;Nephrobs Norvegicus;101120201501
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;9,00;9,00;55,00;495,00;27.3.AN;12-11-2020;OTB;FN 321;FN 321;;;;Denmark;;;12-11-2020;11-11-2020;11-11-2020;NEP;Nephrobs Norvegicus;12112020601
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;55,25;3315,00;27.3.AN;12-11-2020;OTB;FN 293;FN 293;;;;Denmark;;;12-11-2020;11-11-2020;11-11-2020;NEP;Nephrobs Norvegicus;12112020501
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;26,00;46,00;57,50;2645,00;27.3.AN;12-11-2020;OTB;HG 20;HG 20;;;;Denmark;;;12-11-2020;11-11-2020;11-11-2020;NEP;Nephrobs Norvegicus;12112020101
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;58,00;1160,00;27.3.AN;16-11-2020;OTB;FN 364;Sarah Kajgaard;;;;Denmark;;;16-11-2020;14-11-2020;15-11-2020;NEP;Nephrobs Norvegicus;16112020301
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;7,00;47,00;71,50;3360,50;27.3.AN;17-11-2020;OTB;FN 364;Sarah Kajgaard;;;;Denmark;;;17-11-2020;16-11-2020;16-11-2020;NEP;Nephrobs Norvegicus;17112020101
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;72,00;2880,00;27.3.AS;19-11-2020;OTB;FN 220;FN 220;;;;Denmark;;;19-11-2020;16-11-2020;18-11-2020;NEP;Nephrobs Norvegicus;19112020604
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;9,00;9,00;80,00;720,00;27.3.AS;19-11-2020;OTB;FN 220;FN 220;;;;Denmark;;;19-11-2020;16-11-2020;18-11-2020;NEP;Nephrobs Norvegicus;19112020601
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;85,50;3420,00;27.3.AS;19-11-2020;OTB;FN 220;FN 220;;;;Denmark;;;19-11-2020;16-11-2020;18-11-2020;NEP;Nephrobs Norvegicus;19112020501
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;89,00;3560,00;27.3.AS;26-11-2020;OTB;FN 326;FN 326;;;;Denmark;;;26-11-2020;24-11-2020;25-11-2020;NEP;Nephrobs Norvegicus;261120201102
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;54,50;1090,00;27.3.AN;30-11-2020;OTB;HG 75;HG 75;;;;Denmark;;;30-11-2020;29-11-2020;29-11-2020;NEP;Nephrobs Norvegicus;30112020101
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;24,00;24,00;60,00;1440,00;27.3.AN;01-12-2020;OTB;FN 321;FN 321;;;;Denmark;;;01-12-2020;30-11-2020;30-11-2020;NEP;Nephrobs Norvegicus;01122020501
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;61,75;2470,00;27.3.AN;01-12-2020;OTB;HG 75;HG 75;;;;Denmark;;;01-12-2020;30-11-2020;30-11-2020;NEP;Nephrobs Norvegicus;011220201004
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;2;20,00;0,00;40,00;62,75;2510,00;27.3.AN;03-12-2020;OTB;FN 364;Sarah Kajgaard;;;;Denmark;;;03-12-2020;02-12-2020;02-12-2020;NEP;Nephrobs Norvegicus;03122020801
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;3;20,00;0,00;60,00;63,50;3810,00;27.3.AN;03-12-2020;OTB;FN 321;FN 321;;;;Denmark;;;03-12-2020;02-12-2020;02-12-2020;NEP;Nephrobs Norvegicus;03122020301
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;21,00;21,00;71,00;1491,00;27.3.AN;07-12-2020;OTB;FN 459;FN 459;;;;Denmark;;;07-12-2020;06-12-2020;06-12-2020;NEP;Nephrobs Norvegicus;07122020101
Strandby;Jomfruhummer;E;2;TRAWL;TRUE;FALSE;1;20,00;0,00;20,00;72,00;1440,00;27.3.AN;07-12-2020;OTB;HG 75;HG 75;;;;Denmark;;;07-12-2020;06-12-2020;06-12-2020;NEP;Nephrobs Norvegicus;07122020401
